player_name,role,mean_final_elo,sd_final_elo,q025,q50,q975
A'Shawn Robinson,Rusher,734.328927590284,19.6277409069855,697.670413277916,733.802291336574,774.040920848187
A.J. Cann,Blocker,1110.06802167786,18.5153262111397,1071.7924694599,1110.8811406497,1144.02063906971
A.J. Epenesa,Rusher,739.817626329467,21.5327079442213,700.430512061219,739.174479360865,783.897688639152
A.J. Johnson,Rusher,748.990944511013,3.9354415699274,742.521399516202,748.587751635967,757.803922173865
Aaron Brewer,Blocker,1086.80372923222,27.0182809648015,1033.05622532285,1087.00917194407,1138.52673857477
Aaron Donald,Rusher,815.641579650815,17.5485879784771,782.360337346527,815.10209103958,851.667537700529
Aaron James Klein,Rusher,739.532052917227,5.54589857238013,729.22165760249,739.370412271178,750.991926546892
Aaron Patrick,Rusher,756.229009346817,11.454709463385,735.643189086065,755.649037533877,780.674088978359
Aaron Stinnie,Blocker,1117.42291061439,18.240209107985,1076.39362482403,1119.02658967653,1142.08238858129
Abdullah Anderson,Rusher,740.83702660148,9.25055888535685,724.433843439318,740.33229457204,760.234060192296
Adam Butler,Rusher,691.306192883915,12.3015093875986,668.467057716191,690.95254202575,716.157164133445
Adam Gotsis,Rusher,750.109252920709,17.0173376623844,717.82362086264,749.564476956813,784.558277287058
Adetokunbo Ogundeji,Rusher,700.199560598653,14.8356903153574,673.550601746148,699.17466427251,731.374991620852
Aj Jackson,Blocker,1116.06213348487,18.2444407740518,1074.70191313859,1118.10130058425,1143.49506374006
Akeem Davis-Gaither,Rusher,746.388662753958,3.89058155435678,739.125872982575,746.209278913378,754.479677176235
Akeem Spence,Rusher,747.47810654167,1.7620932571685,743.498294796262,747.559912329695,750
Akiem Hicks,Rusher,770.885461845077,25.8083590211161,722.104852816279,770.411179289355,823.372768849522
Al Woods,Rusher,714.245631080756,14.6125631566657,687.806639852277,713.773008903135,744.317082583078
Al-Quadin Muhammad,Rusher,756.82443712694,18.6504865669963,721.509206008184,756.473663756163,793.980240573942
Albert Huggins,Rusher,717.562042105882,11.7751320641243,695.379938691601,717.262933295496,741.29596145257
Alec Ogletree,Rusher,738.621864260221,5.51677357867145,728.173702661928,738.437582224346,749.862542216181
Alejandro Villanueva,Blocker,1169.3046283318,19.3850787113255,1131.12245646511,1169.64502146824,1205.72908199899
Alex Anzalone,Rusher,717.177665905771,6.24551303971331,705.059163259606,717.068412987233,729.76019776463
Alex Bars,Blocker,1113.81764084344,18.1305916956803,1074.14166084794,1114.55561074434,1136.01247592767
Alex Barshaba,Blocker,1125.36302856036,3.28533530812969,1118.08581080743,1125.64405634107,1131.12989948493
Alex Cappa,Blocker,1209.8089192051,9.90555360539257,1189.50066475579,1210.11708484218,1228.44184034997
Alex Highsmith,Rusher,744.586207690203,19.3408683959069,707.689355611591,744.109182284758,783.413643100498
Alex Leatherwood,Blocker,1115.5318959122,16.239793693613,1082.23161838905,1115.88360890583,1146.33607016914
Alex Mack,Blocker,1150.11180185304,18.06953363211,1113.84013429299,1150.70847574954,1184.15616453304
Alex Okafor,Rusher,707.562922929395,15.3270103798883,678.902431152628,706.938759826835,738.593704402906
Alex Singleton,Rusher,749.023017429976,8.49522059489511,734.279907897421,748.433922602074,767.194539443022
Alexander Johnson,Rusher,760.752315392104,18.7777611433587,731.816848657413,758.51804399701,802.881346838836
Ali Marpet,Blocker,1170.76718760164,19.8012202598958,1129.38174341232,1171.93280166731,1206.34923730258
Alijah Vera-Tucker,Blocker,1177.71668960835,17.9445454137137,1141.2580067251,1178.21487582933,1211.10520005398
Alim Mcneill,Rusher,795.144696899479,22.5101836049371,752.402579470555,794.765815924987,840.219462193593
Alton Robinson,Rusher,733.623151338142,13.7363146306958,707.032802545476,733.431402942653,761.376228881506
Amani Bledsoe,Rusher,737.637804877245,9.31788833700715,720.230169602394,737.472366514493,756.562607297751
Amen Ogbongbemiga,Rusher,767.53041459552,18.6076230817526,747.292354475901,767.541911633,805.879026623001
Andre Dillard,Blocker,1149.10927779988,19.9766917462773,1107.58544995749,1150.01312902552,1185.11394608499
Andre James,Blocker,1124.86276045598,16.3827709683613,1091.35265817397,1125.25353581363,1155.86824830099
Andre Mintze,Rusher,725.459665165778,4.77691824292289,715.683454907257,725.592974648781,734.38067238259
Andre Smith,Blocker,1136.33157304435,5.63090787319936,1125.09639301398,1136.41955685042,1146.99918858217
Andrew Billings,Rusher,743.493626398373,10.5547791808933,723.925050437225,743.086318551323,765.575988603599
Andrew Brown,Rusher,749.181927952945,4.12636395697799,742.012367312254,748.77360281107,758.315809497828
Andrew Dowell,Rusher,747.68328907314,1.39461834190504,744.528025068618,747.82856272808,750
Andrew Norwell,Blocker,1149.71444284335,16.4227432536187,1116.54080801805,1150.17862559234,1180.62632334505
Andrew Thomas,Blocker,1162.55404531782,18.927468688761,1124.98980711759,1163.03158697458,1198.21994839437
Andrew Van Ginkel,Rusher,694.938315201629,15.1040953691843,667.977781338483,694.022453261701,726.81104971847
Andrew Whitworth,Blocker,1181.32423583646,17.9169403409761,1145.11462809471,1181.78165818596,1215.22867078383
Andrew Wylie,Blocker,1130.56480663354,16.8413790427941,1096.40684642982,1130.90823278555,1162.13468705185
Andrus Peat,Blocker,1120.19135047259,20.9946923247607,1076.08072888198,1121.20861145074,1157.64017942557
Angelo Blackson,Rusher,715.346552360082,17.1572284825253,683.708197956802,714.723163634297,750.775267720374
Anthony Barr,Rusher,717.357816503626,8.22832797278445,701.95246394221,717.146442847238,733.902324552136
Anthony Hitchens,Rusher,740.909085167704,7.43790620258659,726.792036864393,740.74653072418,756.018039790266
Anthony Levine Sr.,Rusher,747.907292406635,1.28081211395045,745.03598095053,748.034547013466,750
Anthony Nelson,Rusher,737.870309700764,6.89334188839143,724.795785085752,737.624861178241,751.790309857508
Anthony Pittman,Rusher,743.111125690748,2.70758938652948,737.354098247135,743.300085690494,747.819795342528
Anthony Rush,Rusher,705.862609262285,10.0815501930503,686.939404367679,705.564503187181,726.70953050878
Anthony Walker Jr.,Rusher,749.882760001464,17.5299452243708,726.290168775994,748.565461759809,789.568870143651
Antwaun Woods,Rusher,730.024207131918,6.75897468459103,717.473364747258,729.866025469633,744.104966100765
Arden Key,Rusher,758.1088153972,20.7913059477929,718.481991460876,757.860377585545,799.785224732922
Arik Armstead,Rusher,766.994925149517,18.9371273747763,731.158167245874,766.606985157572,805.770957837326
Armon Watts,Rusher,755.72886191561,17.9767524235112,721.176410226689,755.379488393128,792.01540598016
Attauyo Nsekhe,Blocker,1127.38463255554,1.65493486991841,1125,1127.29699224615,1131.10873162749
