"","gameId","playId","rusher_id","blocker_id","mean_strain","max_strain","sd_strain","max_zscore_strain","beat_frame","rusher_beat_dist","snap_frame","time_from_snap_to_beat","pff_beatenByDefender","pff_hitAllowed","pff_hurryAllowed","pff_sackAllowed","pass_forward_frame","qb_strip_sack_frame","lateral_frame","qb_sack_frame","n_blockers","thresh","officialPosition","position_rusher","beat_dist"
"1",2021090900,97,44955,40151,-0.271685278544321,0.010627547273014,0.212381315405145,1.32927336512059,0,NA,6,0,0,0,0,0,40,0,0,0,1,"0","C","DE",0
"2",2021090900,137,35441,46119,0.175794187703608,0.28822495026831,0.0697812474224888,1.61118877517326,27,4.10121933088198,7,2,0,0,0,0,32,0,0,0,1,"1","G","DE",1
"3",2021090900,137,35454,37082,0.109728190952708,0.301343174917436,0.138565230529988,1.38285039639334,0,NA,7,0,0,0,0,0,32,0,0,0,1,"0","T","DE",0
"4",2021090900,137,40074,42654,0.116890707798679,0.262890023713488,0.0978078484392384,1.49271575077646,0,NA,7,0,0,0,0,0,32,0,0,0,1,"0","T","DE",0
"5",2021090900,137,46081,47873,0.461171183014326,0.81173195703741,0.267379464608478,1.31109834682483,30,2.81375194357997,7,2.3,0,0,0,0,32,0,0,0,1,"1","G","NT",1
"6",2021090900,187,35441,42654,0.105321275840664,0.253238088360894,0.0877974162349013,1.68475131573895,0,NA,6,0,0,0,0,0,28,0,0,0,1,"0","T","DE",0
"7",2021090900,187,35454,37082,0.314012063533045,0.512287620801935,0.0924163898643363,2.145458804006,0,NA,6,0,0,0,0,0,28,0,0,0,1,"0","T","DE",0
"8",2021090900,187,46081,46119,0.190767445342142,0.377353034890238,0.10051961983911,1.85621065665331,0,NA,6,0,0,0,0,0,28,0,0,0,1,"0","G","NT",0
"9",2021090900,282,34777,37082,-0.390783409454119,0.00405094135082681,0.258690089382608,1.52628325169805,0,NA,6,0,0,0,0,0,38,0,0,0,1,"0","T","NT",0
"10",2021090900,282,40074,42654,-0.178492774934221,0.610087643358078,0.421555903078716,1.87064257085032,30,8.04117528723259,6,2.4,0,0,0,0,38,0,0,0,1,"1","T","DE",0
"11",2021090900,282,41915,46206,0.0645153352673297,0.474346979319975,0.257940855343282,1.58885897895941,18,4.62477026456451,6,1.2,0,0,0,0,38,0,0,0,1,"1","TE","OLB",1
"12",2021090900,282,42560,52554,-0.217212730242361,0.217342974813175,0.34161213878628,1.27207337127854,0,NA,6,0,0,0,0,0,38,0,0,0,1,"0","C","DT",0
"13",2021090900,349,35441,42654,0.174232662559869,0.325777528636681,0.143094659309124,1.05905326452074,0,NA,7,0,0,0,0,0,33,0,0,0,1,"0","T","DE",0
"14",2021090900,349,35454,46119,-0.0497879625148471,0.0807160970474462,0.0554111518154099,2.35519485314146,0,NA,7,0,0,0,0,0,33,0,0,0,1,"0","G","DE",0
"15",2021090900,349,41915,46206,-0.00415826802387512,0.117019286286346,0.0918572364435487,1.31919442606671,16,5.98061033674658,7,0.9,0,0,0,0,33,0,0,0,1,"1","TE","OLB",1
"16",2021090900,349,46081,37082,0.937076304293612,2.54992643782307,0.677377707443602,2.38102039055329,32,1.73556907093898,7,2.5,0,0,0,0,33,0,0,0,1,"0","T","NT",1
"17",2021090900,410,41263,52421,0.568770264551186,0.692011555881856,0.104465184401958,1.17973554573423,0,NA,6,0,0,0,0,0,22,0,0,0,1,"0","T","DE",0
"18",2021090900,410,42403,42404,0.530732260272921,0.715093045552062,0.137017442268531,1.34552785562751,0,NA,6,0,0,0,0,0,22,0,0,0,1,"0","G","DE",0
"19",2021090900,410,44955,46163,0.397315707019492,0.552029154662302,0.123232243206661,1.25546239861393,0,NA,6,0,0,0,0,0,22,0,0,0,1,"0","G","DE",0
"20",2021090900,410,53441,42377,0.659805296572508,0.871772440685081,0.195248688402206,1.08562646872141,0,NA,6,0,0,0,0,0,22,0,0,0,1,"0","T","OLB",0
"21",2021090900,410,53504,40151,-0.0336954920961842,0.0433553886886145,0.0498158542375589,1.54671403239144,0,NA,6,0,0,0,0,0,22,0,0,0,1,"0","C","DT",0
"22",2021090900,434,41263,52421,0.472091430059865,0.52784670375987,0.0478544660370785,1.16510073807542,0,NA,6,0,0,0,0,0,23,0,0,0,1,"0","T","DE",0
"23",2021090900,434,42403,42377,0.52829065178306,0.609098483569886,0.0747441667651546,1.08112559526851,0,NA,6,0,0,0,0,0,23,0,0,0,1,"0","T","DE",0
"24",2021090900,434,44955,46163,-0.0210621488872354,0.00714874321901445,0.0204658762498061,1.3784355852595,0,NA,6,0,0,0,0,0,23,0,0,0,1,"0","G","DE",0
"25",2021090900,434,53504,42404,0.278233810895181,0.458668018948783,0.151055355829433,1.19449063598475,0,NA,6,0,0,0,0,0,23,0,0,0,1,"0","G","DT",0
"26",2021090900,456,41263,40151,0.210836946876692,0.392880058066134,0.158841536623689,1.1460674270655,0,NA,6,0,0,0,0,0,31,0,0,0,1,"0","C","DE",0
"27",2021090900,456,42403,42377,0.76327079344673,1.03353107782052,0.216013344147431,1.25112772750433,0,NA,6,0,0,0,0,0,31,0,0,0,1,"0","T","DE",0
"28",2021090900,456,44955,46163,-0.0703509560984681,-0.0162602691533426,0.0319421955909298,1.69339289126653,0,NA,6,0,0,0,0,0,31,0,0,0,1,"0","G","DE",0
"29",2021090900,456,53504,42404,0.23225800422212,0.541536031359597,0.22899576952894,1.35058402071655,0,NA,6,0,0,0,0,0,31,0,0,0,1,"0","G","DT",0
"30",2021090900,480,41363,40151,0.0179620848348677,0.118795696777945,0.0609979764233033,1.65306486961681,0,NA,6,0,0,0,0,0,40,0,0,0,1,"0","C","DE",0
"31",2021090900,480,44892,52421,0.333324558196715,0.572006208943929,0.170798137559356,1.39744879047213,0,NA,6,0,0,0,0,0,40,0,0,0,1,"0","T","DE",0
"32",2021090900,480,46185,42377,0.279352963308862,0.664503658922999,0.339476128883558,1.13454426642836,0,NA,6,0,0,0,0,0,40,0,0,0,1,"0","T","DE",0
"33",2021090900,480,53621,42404,0.239056213130843,0.450694735804429,0.181113734928183,1.16853933114188,0,NA,6,0,0,0,0,0,40,0,0,0,1,"0","G","DT",0
"34",2021090900,509,41363,40151,0.0928412628841394,0.265226392304913,0.0981778591010412,1.75584526897618,0,NA,6,0,0,0,0,0,33,0,0,0,1,"0","C","DE",0
"35",2021090900,509,44892,52421,0.474043713020946,0.710329450914146,0.193077910176554,1.22378441778832,0,NA,6,0,0,0,0,0,33,0,0,0,1,"0","T","DE",0
"36",2021090900,509,46185,42377,0.639282916661278,1.4097128577352,0.432111107066268,1.78294408191587,26,3.96731647338601,6,2,0,0,0,0,33,0,0,0,1,"1","T","DE",1
"37",2021090900,509,53621,42404,0.26576998702875,0.723937366695135,0.323735049482002,1.41525417281657,0,NA,6,0,0,0,0,0,33,0,0,0,1,"0","G","DT",0
"38",2021090900,559,41263,40151,0.133633335530188,0.500174064202676,0.159480937760605,2.2983356745914,0,NA,6,0,0,0,0,0,30,0,0,0,1,"0","C","DE",0
"39",2021090900,559,42403,42377,0.39645200637887,0.561317890311093,0.125431019303787,1.31439483508403,0,NA,6,0,1,0,0,0,30,0,0,0,1,"0","T","DE",0
"40",2021090900,559,44955,46163,0.109391539289891,0.257672784238612,0.0958333080632171,1.54728296398686,0,NA,6,0,0,0,0,0,30,0,0,0,1,"0","G","DE",0
"41",2021090900,559,53504,42404,0.317981263560551,1.14398232441395,0.447179222562826,1.84713649287976,22,5.96302775442141,6,1.6,1,0,0,0,30,0,0,0,1,"1","G","DT",1
"42",2021090900,583,41263,35481,0.425292627116267,0.631972646022616,0.151432815254001,1.36482979966845,26,4.01254283466233,6,2,0,0,0,0,26,0,0,0,1,"1","TE","DE",1
"43",2021090900,583,41363,46163,0.141438443460886,0.215718638701615,0.0432168651600176,1.71877795776474,0,NA,6,0,0,0,0,0,26,0,0,0,1,"0","G","DE",0
"44",2021090900,583,42403,42377,0.247619345298003,0.487270275467381,0.190324978194794,1.25916699133468,0,NA,6,0,0,0,0,0,26,0,0,0,1,"0","T","DE",0
"45",2021090900,583,44955,40151,0.0724796628394295,0.131091975740507,0.0450186402212557,1.30195653651492,0,NA,6,0,0,0,0,0,26,0,0,0,1,"0","C","DE",0
"46",2021090900,687,35441,46119,0.196737457876096,0.27134123942085,0.0410957379343029,1.81536541974298,0,NA,6,0,0,0,0,0,28,0,0,0,1,"0","G","DE",0
"47",2021090900,687,35454,37082,0.342636984531591,0.480372342163407,0.0987046579921824,1.39542915636995,0,NA,6,0,0,0,0,0,28,0,0,0,1,"0","T","DE",0
"48",2021090900,687,41915,42654,0.0861238598955508,0.24399695976452,0.0871798262600707,1.81089027865242,0,NA,6,0,0,0,0,0,28,0,0,0,1,"0","T","OLB",0
"49",2021090900,687,46081,47873,0.790607674307592,1.58724898982155,0.494206944834601,1.61195896545035,0,NA,6,0,1,0,0,0,28,0,0,0,1,"0","G","NT",0
"50",2021090900,735,35441,37082,-0.335055268947674,-0.131057464640617,0.0909048134166987,2.24408143683163,27,7.58899861641838,6,2.1,0,0,0,0,45,0,0,0,1,"1","T","DE",0
"51",2021090900,735,35454,47873,-0.335153681852858,0.0707326530285416,0.169629485901367,2.39278173086845,0,NA,6,0,0,0,0,0,45,0,0,0,1,"0","G","DE",0
"52",2021090900,735,46081,42654,-0.329336743860054,0.00717955907926526,0.15400789861001,2.18505872735444,0,NA,6,0,0,0,0,0,45,0,0,0,1,"0","T","NT",0
"53",2021090900,764,34777,42654,-0.546636177078462,-0.487340008197096,0.0270421526546598,2.19273109055347,0,NA,7,0,0,0,0,0,32,0,0,0,1,"0","T","NT",0
"54",2021090900,764,35454,37082,-0.268332950109147,0.0724480094960423,0.161867598991509,2.10530681698111,24,5.98867264091134,7,1.7,0,0,0,0,32,0,0,0,1,"1","T","DE",1
"55",2021090900,764,46081,47873,-0.611327005814231,-0.468191210366866,0.0770853657812701,1.85684784649674,22,4.57389330876879,7,1.5,0,0,0,0,32,0,0,0,1,"1","G","NT",1
"56",2021090900,764,53461,45532,0.120498866785789,0.806088062115516,0.421579503212604,1.62623939281977,20,6.54715968951422,7,1.3,0,0,0,0,32,0,0,0,1,"1","TE","OLB",0
"57",2021090900,869,41363,52421,-0.283778456357698,0.13971139454763,0.22240496783559,1.90413845080289,0,NA,6,0,0,0,0,0,32,0,0,0,1,"0","T","DE",0
"58",2021090900,869,44892,35481,0.207719781652445,1.20068159617024,0.492365033167956,2.01671879119627,32,4.31455675591364,6,2.6,0,0,0,0,32,0,0,0,1,"0","TE","DE",1
"59",2021090900,869,46185,42404,-0.183976470497746,0.37353002665654,0.242242515646947,2.30143951265276,31,3.47174307805172,6,2.5,0,0,0,0,32,0,0,0,1,"0","G","DE",1
"60",2021090900,869,53441,42377,0.233635873000883,0.344099940894275,0.111030559490022,0.99489787677166,0,NA,6,0,0,0,0,0,32,0,0,0,1,"0","T","OLB",0
"61",2021090900,869,53621,40151,-0.363320371871674,0.126645241883013,0.313081851565709,1.5649760958816,0,NA,6,0,0,0,0,0,32,0,0,0,1,"0","C","DT",0
"62",2021090900,947,41263,52421,0.20514743874437,0.428409529424776,0.120327451512336,1.85545432795538,34,4.06162529044716,6,2.8,0,0,0,0,44,0,0,0,1,"0","T","DE",1
"63",2021090900,947,46185,40151,-0.084588069656376,0.183411603445051,0.165919059378431,1.61524344524018,0,NA,6,0,0,0,0,0,44,0,0,0,1,"0","C","DE",0
"64",2021090900,947,53504,42377,0.040227629522795,0.644560381842023,0.390653177363899,1.54698025598364,0,NA,6,0,0,0,0,0,44,0,0,0,1,"0","T","DT",0
"65",2021090900,1078,34777,46119,0.222694252640733,0.527969741030132,0.212528346118601,1.43639892731787,0,NA,6,0,0,0,0,0,34,0,0,0,1,"0","G","NT",0
"66",2021090900,1078,35454,37082,0.356974385210607,0.486192428827218,0.0805088770977485,1.60501609604769,0,NA,6,0,0,0,0,0,34,0,0,0,1,"0","T","DE",0
"67",2021090900,1078,41915,42654,0.210064103805673,0.32479671352199,0.0534008591215644,2.14851617752318,0,NA,6,0,0,0,0,0,34,0,0,0,1,"0","T","OLB",0
"68",2021090900,1078,42560,47873,0.214837794399582,0.463159405423089,0.183102683735776,1.35618771913712,0,NA,6,0,0,0,0,0,34,0,0,0,1,"0","G","DT",0
"69",2021090900,1203,42403,42377,0.258554192579261,0.434123764148983,0.0774011383748058,2.26830735640537,18,4.74436507870126,6,1.2,0,0,0,0,30,0,0,0,1,"1","T","DE",1
"70",2021090900,1203,44955,46163,0.20267793487469,0.29349065841105,0.0606222039889939,1.49801091944541,0,NA,6,0,0,0,0,0,30,0,0,0,1,"0","G","DE",0
"71",2021090900,1203,53504,40151,0.285320519281303,0.419490183857741,0.0758380250846845,1.76916084545474,0,NA,6,0,0,0,0,0,30,0,0,0,1,"0","C","DT",0
"72",2021090900,1227,41263,52421,0.682297378501094,0.899742413297424,0.150947735510856,1.44053194345994,0,NA,7,0,0,0,0,0,23,0,0,0,1,"0","T","DE",0
"73",2021090900,1227,42403,42377,0.524229402087207,0.704297080753171,0.129851132849196,1.38672397163518,0,NA,7,0,0,0,0,0,23,0,0,0,1,"0","T","DE",0
"74",2021090900,1227,44955,40151,0.541119932105015,0.845878635529837,0.181594587301476,1.67823671373461,0,NA,7,0,0,0,0,0,23,0,0,0,1,"0","C","DE",0
"75",2021090900,1227,53504,42404,0.321648612250151,0.591075892012103,0.157378361978793,1.71197155933201,0,NA,7,0,0,0,0,0,23,0,0,0,1,"0","G","DT",0
"76",2021090900,1267,41363,46163,-0.117971518142459,0.444468243741424,0.406295790132939,1.38431107469721,0,NA,6,0,0,0,0,0,37,0,0,0,1,"0","G","DE",0
"77",2021090900,1267,44892,52421,0.0680589404840913,0.463296532370873,0.214247632755302,1.84476993656305,0,NA,6,0,0,0,0,0,37,0,0,0,1,"0","T","DE",0
"78",2021090900,1267,52587,42377,-0.0746779813053811,0.348393120846337,0.340121541194689,1.24388211539224,0,NA,6,0,0,0,0,0,37,0,0,0,1,"0","T","DE",0
"79",2021090900,1267,53621,40151,-0.0829190260914668,0.760481563781873,0.520121608379933,1.62154499310335,0,NA,6,0,0,0,0,0,37,0,0,0,1,"0","C","DT",0
"80",2021090900,1312,41363,52421,-0.244512388107387,-0.151951981103202,0.109189944017095,0.847700837631104,22,4.61911246886239,6,1.6,0,0,0,0,35,0,0,0,1,"1","T","DE",1
"81",2021090900,1312,43323,46163,-0.67879843334645,-0.14915421164936,0.299440233820072,1.76878108509408,0,NA,6,0,0,0,0,0,35,0,0,0,1,"0","G","MLB",0
"82",2021090900,1312,44892,35481,-0.315034752707124,-0.0317317744445454,0.156753853375131,1.80731109419429,0,NA,6,0,0,0,0,0,35,0,0,0,1,"0","TE","DE",0
"83",2021090900,1312,52587,42377,-0.45078930912997,-0.153921871304605,0.135252260817042,2.19491663970736,24,10.6124926383956,6,1.8,0,0,0,0,35,0,0,0,1,"1","T","DE",0
"84",2021090900,1312,53621,40151,-0.714515244765019,-0.428563666201919,0.133071668940127,2.14885392841776,0,NA,6,0,0,0,0,0,35,0,0,0,1,"0","C","DT",0
"85",2021090900,1368,35441,37082,-0.0995661785767072,0.404921268396765,0.363039933504449,1.38961970961051,0,NA,6,0,0,0,0,0,30,0,0,0,1,"0","T","DE",0
"86",2021090900,1368,35454,42654,-0.0610965668614249,0.0784937288103399,0.0837559693924402,1.66663100772808,0,NA,6,0,0,0,0,0,30,0,0,0,1,"0","T","DE",0
"87",2021090900,1368,41915,46206,-0.0366457876502992,0.137966022000131,0.109348395494727,1.59683924817032,0,NA,6,0,0,0,0,0,30,0,0,0,1,"0","TE","OLB",0
"88",2021090900,1368,46081,47873,-0.131129355276231,0.718549606414778,0.561842936823073,1.51230692067697,0,NA,6,0,0,0,0,0,30,0,0,0,1,"0","G","NT",0
"89",2021090900,1392,35441,42654,0.00559879785183209,0.147070892933188,0.113909759750486,1.24196640736706,0,NA,6,0,0,0,0,0,34,0,0,0,1,"0","T","DE",0
"90",2021090900,1392,40074,52554,0.508564408486702,0.948166415582177,0.226938476261132,1.93709772947288,0,NA,6,0,1,0,0,0,34,0,0,0,1,"0","C","DE",0
"91",2021090900,1392,41915,37082,0.195662885687083,0.432224874438064,0.123261651578944,1.91918561629424,0,NA,6,0,0,0,0,0,34,0,0,0,1,"0","T","OLB",0
"92",2021090900,1392,46081,46119,0.38809214475787,0.778570338542468,0.191149629723701,2.04278812545448,0,NA,6,0,0,0,0,0,34,0,0,0,1,"0","G","NT",0
"93",2021090900,1425,35441,42654,-0.146393119720299,0.189104929863345,0.20313797462643,1.65157721100953,25,5.6673979920242,7,1.8,0,0,0,0,63,0,0,0,1,"1","T","DE",1
"94",2021090900,1425,40074,46119,-0.374929297116986,-0.0943555054047384,0.210380190528013,1.33365119124601,44,16.563951823161,7,3.7,0,0,0,0,63,0,0,0,1,"0","G","DE",0
